QB,RB1,RB2,WR1,WR2,WR3,TE,DF,FX,Floor,Ceiling
Brees,Gurley,Elliot,Baldwin,Godwin,Sutton,Herndon,Juaguars,2600,57,168
Brees,Gurley,Kamara,Baldwin,Sanders,Sutton,Herndon,Juaguars,2600,58,170
Brees,Gurley,Chubb,Allen,Sanders,Sutton,Herndon,Juaguars,2800,56,173
Brees,Gurley,Chubb,Theilen,Sanders,Godwin,Herndon,Juaguars,2800,56,172
Brees,Gurley,Lindsay,Adams,Godwin,Sutton,Herndon,Juaguars,2700,57,170
Brees,Gurley,Lindsay,Allen,Sanders,Godwin,Herndon,Juaguars,2800,56,171
Brees,Gurley,Lindsay,Theilen,Baldwin,Sutton,Herndon,Juaguars,2800,57,165
Brees,Gurley,Peterson,Hopkins,Sanders,Sutton,Herndon,Juaguars,2900,55,164
Brees,Gurley,Peterson,Brown,Sanders,Godwin,Herndon,Juaguars,2700,55,167
Brees,Gurley,Peterson,Adams,Baldwin,Sutton,Herndon,Juaguars,2900,56,164
Brees,Gurley,Peterson,Allen,Theilen,Godwin,Herndon,Juaguars,2700,54,165
Brees,Gurley,Wilson Jr.,Hopkins,Baldwin,Godwin,Herndon,Juaguars,2700,53,161
Brees,Gurley,Wilson Jr.,Brown,Baldwin,Godwin,Herndon,Juaguars,2900,53,162
Brees,Gurley,Wilson Jr.,Adams,Allen,Sutton,Herndon,Juaguars,2700,53,165
Brees,Gurley,Wilson Jr.,Adams,Theilen,Godwin,Herndon,Juaguars,2700,53,164
Brees,Gurley,Samuels,Hopkins,Baldwin,Godwin,Herndon,Juaguars,2800,53,160
Brees,Gurley,Samuels,Brown,Theilen,Sutton,Herndon,Juaguars,2600,53,161
Brees,Gurley,Samuels,Adams,Allen,Sutton,Herndon,Juaguars,2800,53,164
Brees,Gurley,Samuels,Adams,Theilen,Godwin,Herndon,Juaguars,2800,53,163
Brees,McCaffrey,Elliot,Baldwin,Godwin,Sutton,Herndon,Juaguars,2900,57,168
Brees,McCaffrey,Kamara,Theilen,Godwin,Sutton,Herndon,Juaguars,2600,57,170
Brees,McCaffrey,Kamara,Baldwin,Sanders,Sutton,Herndon,Juaguars,2900,58,170
Brees,McCaffrey,Chubb,Adams,Godwin,Sutton,Herndon,Juaguars,2600,57,174
Brees,McCaffrey,Chubb,Allen,Sanders,Godwin,Herndon,Juaguars,2700,56,175
Brees,McCaffrey,Chubb,Theilen,Baldwin,Sutton,Herndon,Juaguars,2700,57,169
Brees,McCaffrey,Lindsay,Allen,Baldwin,Sutton,Herndon,Juaguars,2700,57,168
Brees,McCaffrey,Lindsay,Theilen,Baldwin,Godwin,Herndon,Juaguars,2700,57,167
Brees,McCaffrey,Peterson,Hopkins,Sanders,Godwin,Herndon,Juaguars,2800,55,166
Brees,McCaffrey,Peterson,Brown,Baldwin,Sutton,Herndon,Juaguars,2600,56,164
Brees,McCaffrey,Peterson,Adams,Baldwin,Godwin,Herndon,Juaguars,2800,56,166
Brees,McCaffrey,Wilson Jr.,Hopkins,Theilen,Sutton,Herndon,Juaguars,2600,53,161
Brees,McCaffrey,Wilson Jr.,Brown,Theilen,Sutton,Herndon,Juaguars,2800,53,162
Brees,McCaffrey,Wilson Jr.,Brown,Baldwin,Sanders,Herndon,Juaguars,2700,54,164
Brees,McCaffrey,Wilson Jr.,Adams,Allen,Godwin,Herndon,Juaguars,2600,53,167
Brees,McCaffrey,Wilson Jr.,Allen,Theilen,Baldwin,Herndon,Juaguars,2700,53,162
Brees,McCaffrey,Samuels,Hopkins,Theilen,Sutton,Herndon,Juaguars,2700,53,160
Brees,McCaffrey,Samuels,Hopkins,Baldwin,Sanders,Herndon,Juaguars,2600,54,162
Brees,McCaffrey,Samuels,Brown,Theilen,Sutton,Herndon,Juaguars,2900,53,161
Brees,McCaffrey,Samuels,Brown,Baldwin,Sanders,Herndon,Juaguars,2800,54,163
Brees,McCaffrey,Samuels,Adams,Allen,Godwin,Herndon,Juaguars,2700,53,166
Brees,McCaffrey,Samuels,Adams,Theilen,Sanders,Herndon,Juaguars,2600,54,165
Brees,McCaffrey,Samuels,Allen,Theilen,Baldwin,Herndon,Juaguars,2800,53,161
Brees,Elliot,Kamara,Allen,Godwin,Sutton,Herndon,Juaguars,2900,57,172
Brees,Elliot,Kamara,Theilen,Sanders,Sutton,Herndon,Juaguars,2800,58,171
Brees,Elliot,Chubb,Brown,Godwin,Sutton,Herndon,Juaguars,2700,57,173
Brees,Elliot,Chubb,Adams,Sanders,Sutton,Herndon,Juaguars,2800,58,175
Brees,Elliot,Chubb,Allen,Baldwin,Godwin,Herndon,Juaguars,2600,57,173
Brees,Elliot,Lindsay,Hopkins,Godwin,Sutton,Herndon,Juaguars,2900,57,168
Brees,Elliot,Lindsay,Brown,Sanders,Sutton,Herndon,Juaguars,2600,58,171
Brees,Elliot,Lindsay,Adams,Sanders,Godwin,Herndon,Juaguars,2800,58,173
Brees,Elliot,Lindsay,Allen,Theilen,Sutton,Herndon,Juaguars,2600,57,169
Brees,Elliot,Lindsay,Theilen,Baldwin,Sanders,Herndon,Juaguars,2900,58,168
Brees,Elliot,Peterson,Hopkins,Baldwin,Godwin,Herndon,Juaguars,2700,56,164
Brees,Elliot,Peterson,Brown,Baldwin,Godwin,Herndon,Juaguars,2900,56,165
Brees,Elliot,Peterson,Adams,Allen,Sutton,Herndon,Juaguars,2700,56,168
Brees,Elliot,Peterson,Adams,Theilen,Godwin,Herndon,Juaguars,2700,56,167
Brees,Elliot,Wilson Jr.,Hopkins,Allen,Sutton,Herndon,Juaguars,2900,53,163
Brees,Elliot,Wilson Jr.,Hopkins,Theilen,Godwin,Herndon,Juaguars,2900,53,162
Brees,Elliot,Wilson Jr.,Brown,Allen,Godwin,Herndon,Juaguars,2700,53,166
Brees,Elliot,Wilson Jr.,Brown,Theilen,Sanders,Herndon,Juaguars,2600,54,165
Brees,Elliot,Wilson Jr.,Adams,Allen,Sanders,Herndon,Juaguars,2800,54,168
Brees,Elliot,Samuels,Hopkins,Allen,Godwin,Herndon,Juaguars,2600,53,164
Brees,Elliot,Samuels,Brown,Allen,Godwin,Herndon,Juaguars,2800,53,165
Brees,Elliot,Samuels,Brown,Theilen,Sanders,Herndon,Juaguars,2700,54,164
Brees,Elliot,Samuels,Adams,Allen,Sanders,Herndon,Juaguars,2900,54,167
Brees,Kamara,Chubb,Brown,Sanders,Sutton,Herndon,Juaguars,2700,58,175
Brees,Kamara,Chubb,Adams,Sanders,Godwin,Herndon,Juaguars,2900,58,177
Brees,Kamara,Chubb,Allen,Theilen,Sutton,Herndon,Juaguars,2700,57,173
Brees,Kamara,Chubb,Allen,Baldwin,Sanders,Herndon,Juaguars,2600,58,175
Brees,Kamara,Lindsay,Hopkins,Sanders,Sutton,Herndon,Juaguars,2900,58,170
Brees,Kamara,Lindsay,Brown,Sanders,Godwin,Herndon,Juaguars,2700,58,173
Brees,Kamara,Lindsay,Adams,Baldwin,Sutton,Herndon,Juaguars,2900,59,170
Brees,Kamara,Lindsay,Allen,Theilen,Godwin,Herndon,Juaguars,2700,57,171
Brees,Kamara,Peterson,Hopkins,Theilen,Sutton,Herndon,Juaguars,2800,56,164
Brees,Kamara,Peterson,Hopkins,Baldwin,Sanders,Herndon,Juaguars,2700,57,166
Brees,Kamara,Peterson,Brown,Allen,Sutton,Herndon,Juaguars,2600,56,168
Brees,Kamara,Peterson,Brown,Theilen,Godwin,Herndon,Juaguars,2600,56,167
Brees,Kamara,Peterson,Brown,Baldwin,Sanders,Herndon,Juaguars,2900,57,167
Brees,Kamara,Peterson,Adams,Allen,Godwin,Herndon,Juaguars,2800,56,170
Brees,Kamara,Peterson,Adams,Theilen,Sanders,Herndon,Juaguars,2700,57,169
Brees,Kamara,Peterson,Allen,Theilen,Baldwin,Herndon,Juaguars,2900,56,165
Brees,Kamara,Wilson Jr.,Hopkins,Theilen,Sanders,Herndon,Juaguars,2900,54,164
Brees,Kamara,Wilson Jr.,Brown,Adams,Sutton,Herndon,Juaguars,2600,55,167
Brees,Kamara,Wilson Jr.,Brown,Allen,Sanders,Herndon,Juaguars,2700,54,168
Brees,Kamara,Wilson Jr.,Adams,Theilen,Baldwin,Herndon,Juaguars,2900,55,164
Brees,Kamara,Samuels,Hopkins,Allen,Sanders,Herndon,Juaguars,2600,54,166
Brees,Kamara,Samuels,Brown,Adams,Sutton,Herndon,Juaguars,2700,55,166
Brees,Kamara,Samuels,Brown,Allen,Sanders,Herndon,Juaguars,2800,54,167
Brees,Kamara,Samuels,Adams,Allen,Baldwin,Herndon,Juaguars,2600,55,166
Brees,Chubb,Lindsay,Hopkins,Theilen,Sutton,Herndon,Juaguars,2700,57,169
Brees,Chubb,Lindsay,Hopkins,Baldwin,Sanders,Herndon,Juaguars,2600,58,171
Brees,Chubb,Lindsay,Brown,Theilen,Sutton,Herndon,Juaguars,2900,57,170
Brees,Chubb,Lindsay,Brown,Baldwin,Sanders,Herndon,Juaguars,2800,58,172
Brees,Chubb,Lindsay,Adams,Allen,Godwin,Herndon,Juaguars,2700,57,175
Brees,Chubb,Lindsay,Adams,Theilen,Sanders,Herndon,Juaguars,2600,58,174
Brees,Chubb,Lindsay,Allen,Theilen,Baldwin,Herndon,Juaguars,2800,57,170
Brees,Chubb,Peterson,Hopkins,Adams,Sutton,Herndon,Juaguars,2800,56,168
Brees,Chubb,Peterson,Hopkins,Allen,Sanders,Herndon,Juaguars,2900,55,169
Brees,Chubb,Peterson,Brown,Adams,Godwin,Herndon,Juaguars,2600,56,171
Brees,Chubb,Peterson,Brown,Theilen,Baldwin,Herndon,Juaguars,2700,56,166
Brees,Chubb,Peterson,Adams,Allen,Baldwin,Herndon,Juaguars,2900,56,169
Brees,Chubb,Wilson Jr.,Hopkins,Brown,Godwin,Herndon,Juaguars,2800,53,166
Brees,Chubb,Wilson Jr.,Hopkins,Adams,Sanders,Herndon,Juaguars,2900,54,168
Brees,Chubb,Samuels,Hopkins,Brown,Godwin,Herndon,Juaguars,2900,53,165
Brees,Chubb,Samuels,Brown,Allen,Theilen,Herndon,Juaguars,2600,53,166
Brees,Lindsay,Peterson,Hopkins,Brown,Sutton,Herndon,Juaguars,2600,56,164
Brees,Lindsay,Peterson,Hopkins,Adams,Godwin,Herndon,Juaguars,2800,56,166
Brees,Lindsay,Peterson,Hopkins,Theilen,Baldwin,Herndon,Juaguars,2900,56,161
Brees,Lindsay,Peterson,Brown,Allen,Baldwin,Herndon,Juaguars,2700,56,165
Brees,Lindsay,Wilson Jr.,Hopkins,Brown,Sanders,Herndon,Juaguars,2700,54,164
Brees,Lindsay,Wilson Jr.,Hopkins,Allen,Theilen,Herndon,Juaguars,2700,53,162
Brees,Lindsay,Wilson Jr.,Brown,Adams,Baldwin,Herndon,Juaguars,2700,55,164
Brees,Lindsay,Wilson Jr.,Brown,Allen,Theilen,Herndon,Juaguars,2900,53,163
Brees,Lindsay,Samuels,Hopkins,Brown,Sanders,Herndon,Juaguars,2800,54,163
Brees,Lindsay,Samuels,Hopkins,Adams,Baldwin,Herndon,Juaguars,2600,55,162
Brees,Lindsay,Samuels,Hopkins,Allen,Theilen,Herndon,Juaguars,2800,53,161
Brees,Lindsay,Samuels,Brown,Adams,Baldwin,Herndon,Juaguars,2800,55,163
Brees,Peterson,Wilson Jr.,Hopkins,Brown,Theilen,Herndon,Juaguars,2600,52,158
Brees,Peterson,Wilson Jr.,Hopkins,Adams,Allen,Herndon,Juaguars,2800,52,161
Brees,Peterson,Samuels,Hopkins,Brown,Theilen,Herndon,Juaguars,2700,52,157
Brees,Peterson,Samuels,Hopkins,Adams,Allen,Herndon,Juaguars,2900,52,160
Brady,Gurley,McCaffrey,Baldwin,Godwin,Sutton,Herndon,Juaguars,2700,54,166
Brady,Gurley,Elliot,Theilen,Godwin,Sutton,Herndon,Juaguars,2600,54,167
Brady,Gurley,Elliot,Baldwin,Sanders,Sutton,Herndon,Juaguars,2900,55,167
Brady,Gurley,Kamara,Allen,Godwin,Sutton,Herndon,Juaguars,2700,54,170
Brady,Gurley,Kamara,Theilen,Sanders,Sutton,Herndon,Juaguars,2600,55,169
Brady,Gurley,Chubb,Adams,Sanders,Sutton,Herndon,Juaguars,2600,55,173
Brady,Gurley,Chubb,Allen,Baldwin,Sutton,Herndon,Juaguars,2800,54,169
Brady,Gurley,Chubb,Theilen,Baldwin,Godwin,Herndon,Juaguars,2800,54,168
Brady,Gurley,Lindsay,Hopkins,Godwin,Sutton,Herndon,Juaguars,2700,54,166
Brady,Gurley,Lindsay,Brown,Godwin,Sutton,Herndon,Juaguars,2900,54,167
Brady,Gurley,Lindsay,Adams,Sanders,Godwin,Herndon,Juaguars,2600,55,171
Brady,Gurley,Lindsay,Allen,Baldwin,Godwin,Herndon,Juaguars,2800,54,167
Brady,Gurley,Lindsay,Theilen,Baldwin,Sanders,Herndon,Juaguars,2700,55,166
Brady,Gurley,Peterson,Hopkins,Baldwin,Sutton,Herndon,Juaguars,2900,53,160
Brady,Gurley,Peterson,Brown,Baldwin,Godwin,Herndon,Juaguars,2700,53,163
Brady,Gurley,Peterson,Adams,Theilen,Sutton,Herndon,Juaguars,2900,53,163
Brady,Gurley,Peterson,Adams,Baldwin,Sanders,Herndon,Juaguars,2800,54,165
Brady,Gurley,Wilson Jr.,Hopkins,Allen,Sutton,Herndon,Juaguars,2700,50,161
Brady,Gurley,Wilson Jr.,Hopkins,Theilen,Godwin,Herndon,Juaguars,2700,50,160
Brady,Gurley,Wilson Jr.,Brown,Allen,Sutton,Herndon,Juaguars,2900,50,162
Brady,Gurley,Wilson Jr.,Brown,Theilen,Godwin,Herndon,Juaguars,2900,50,161
Brady,Gurley,Wilson Jr.,Adams,Allen,Sanders,Herndon,Juaguars,2600,51,166
Brady,Gurley,Samuels,Hopkins,Allen,Sutton,Herndon,Juaguars,2800,50,160
Brady,Gurley,Samuels,Hopkins,Theilen,Godwin,Herndon,Juaguars,2800,50,159
Brady,Gurley,Samuels,Brown,Allen,Godwin,Herndon,Juaguars,2600,50,163
Brady,Gurley,Samuels,Adams,Allen,Sanders,Herndon,Juaguars,2700,51,165
Brady,McCaffrey,Elliot,Theilen,Godwin,Sutton,Herndon,Juaguars,2900,54,167
Brady,McCaffrey,Elliot,Baldwin,Sanders,Godwin,Herndon,Juaguars,2800,55,169
Brady,McCaffrey,Kamara,Theilen,Sanders,Sutton,Herndon,Juaguars,2900,55,169
Brady,McCaffrey,Chubb,Hopkins,Godwin,Sutton,Herndon,Juaguars,2600,54,170
Brady,McCaffrey,Chubb,Brown,Godwin,Sutton,Herndon,Juaguars,2800,54,171
Brady,McCaffrey,Chubb,Adams,Sanders,Sutton,Herndon,Juaguars,2900,55,173
Brady,McCaffrey,Chubb,Allen,Baldwin,Godwin,Herndon,Juaguars,2700,54,171
Brady,McCaffrey,Chubb,Theilen,Baldwin,Sanders,Herndon,Juaguars,2600,55,170
Brady,McCaffrey,Lindsay,Brown,Sanders,Sutton,Herndon,Juaguars,2700,55,169
Brady,McCaffrey,Lindsay,Adams,Sanders,Godwin,Herndon,Juaguars,2900,55,171
Brady,McCaffrey,Lindsay,Allen,Theilen,Sutton,Herndon,Juaguars,2700,54,167
Brady,McCaffrey,Lindsay,Allen,Baldwin,Sanders,Herndon,Juaguars,2600,55,169
Brady,McCaffrey,Peterson,Hopkins,Baldwin,Godwin,Herndon,Juaguars,2800,53,162
Brady,McCaffrey,Peterson,Brown,Theilen,Sutton,Herndon,Juaguars,2600,53,163
Brady,McCaffrey,Peterson,Adams,Allen,Sutton,Herndon,Juaguars,2800,53,166
Brady,McCaffrey,Peterson,Adams,Theilen,Godwin,Herndon,Juaguars,2800,53,165
Brady,McCaffrey,Wilson Jr.,Hopkins,Allen,Godwin,Herndon,Juaguars,2600,50,163
Brady,McCaffrey,Wilson Jr.,Brown,Allen,Godwin,Herndon,Juaguars,2800,50,164
Brady,McCaffrey,Wilson Jr.,Brown,Theilen,Sanders,Herndon,Juaguars,2700,51,163
Brady,McCaffrey,Wilson Jr.,Adams,Allen,Sanders,Herndon,Juaguars,2900,51,166
Brady,McCaffrey,Samuels,Hopkins,Allen,Godwin,Herndon,Juaguars,2700,50,162
Brady,McCaffrey,Samuels,Hopkins,Theilen,Sanders,Herndon,Juaguars,2600,51,161
Brady,McCaffrey,Samuels,Brown,Allen,Godwin,Herndon,Juaguars,2900,50,163
Brady,McCaffrey,Samuels,Brown,Theilen,Sanders,Herndon,Juaguars,2800,51,162
Brady,McCaffrey,Samuels,Adams,Theilen,Baldwin,Herndon,Juaguars,2600,52,161
Brady,Elliot,Kamara,Adams,Godwin,Sutton,Herndon,Juaguars,2700,56,172
Brady,Elliot,Kamara,Allen,Sanders,Godwin,Herndon,Juaguars,2800,55,173
Brady,Elliot,Kamara,Theilen,Baldwin,Sutton,Herndon,Juaguars,2800,56,167
Brady,Elliot,Chubb,Hopkins,Sanders,Sutton,Herndon,Juaguars,2800,55,171
Brady,Elliot,Chubb,Brown,Sanders,Godwin,Herndon,Juaguars,2600,55,174
Brady,Elliot,Chubb,Adams,Baldwin,Sutton,Herndon,Juaguars,2800,56,171
Brady,Elliot,Chubb,Allen,Theilen,Godwin,Herndon,Juaguars,2600,54,172
Brady,Elliot,Chubb,Allen,Baldwin,Sanders,Herndon,Juaguars,2900,55,172
Brady,Elliot,Lindsay,Hopkins,Sanders,Godwin,Herndon,Juaguars,2800,55,169
Brady,Elliot,Lindsay,Brown,Baldwin,Sutton,Herndon,Juaguars,2600,56,167
Brady,Elliot,Lindsay,Adams,Baldwin,Godwin,Herndon,Juaguars,2800,56,169
Brady,Elliot,Peterson,Hopkins,Allen,Sutton,Herndon,Juaguars,2700,53,164
Brady,Elliot,Peterson,Hopkins,Theilen,Godwin,Herndon,Juaguars,2700,53,163
Brady,Elliot,Peterson,Brown,Allen,Sutton,Herndon,Juaguars,2900,53,165
Brady,Elliot,Peterson,Brown,Theilen,Godwin,Herndon,Juaguars,2900,53,164
Brady,Elliot,Peterson,Adams,Allen,Sanders,Herndon,Juaguars,2600,54,169
Brady,Elliot,Wilson Jr.,Hopkins,Adams,Sutton,Herndon,Juaguars,2700,52,163
Brady,Elliot,Wilson Jr.,Hopkins,Allen,Sanders,Herndon,Juaguars,2800,51,164
Brady,Elliot,Wilson Jr.,Brown,Adams,Sutton,Herndon,Juaguars,2900,52,164
Brady,Elliot,Wilson Jr.,Brown,Theilen,Baldwin,Herndon,Juaguars,2600,52,161
Brady,Elliot,Wilson Jr.,Adams,Allen,Baldwin,Herndon,Juaguars,2800,52,164
Brady,Elliot,Samuels,Hopkins,Adams,Sutton,Herndon,Juaguars,2800,52,162
Brady,Elliot,Samuels,Hopkins,Allen,Sanders,Herndon,Juaguars,2900,51,163
Brady,Elliot,Samuels,Brown,Adams,Godwin,Herndon,Juaguars,2600,52,165
Brady,Elliot,Samuels,Brown,Theilen,Baldwin,Herndon,Juaguars,2700,52,160
Brady,Elliot,Samuels,Adams,Allen,Baldwin,Herndon,Juaguars,2900,52,163
Brady,Kamara,Chubb,Hopkins,Sanders,Godwin,Herndon,Juaguars,2900,55,173
Brady,Kamara,Chubb,Brown,Baldwin,Sutton,Herndon,Juaguars,2700,56,171
Brady,Kamara,Chubb,Adams,Baldwin,Godwin,Herndon,Juaguars,2900,56,173
Brady,Kamara,Chubb,Allen,Theilen,Sanders,Herndon,Juaguars,2600,55,174
Brady,Kamara,Lindsay,Hopkins,Baldwin,Sutton,Herndon,Juaguars,2900,56,166
Brady,Kamara,Lindsay,Brown,Baldwin,Godwin,Herndon,Juaguars,2700,56,169
Brady,Kamara,Lindsay,Adams,Theilen,Sutton,Herndon,Juaguars,2900,56,169
Brady,Kamara,Lindsay,Adams,Baldwin,Sanders,Herndon,Juaguars,2800,57,171
Brady,Kamara,Peterson,Hopkins,Allen,Godwin,Herndon,Juaguars,2800,53,166
Brady,Kamara,Peterson,Hopkins,Theilen,Sanders,Herndon,Juaguars,2700,54,165
Brady,Kamara,Peterson,Brown,Theilen,Sanders,Herndon,Juaguars,2900,54,166
Brady,Kamara,Peterson,Adams,Theilen,Baldwin,Herndon,Juaguars,2700,55,165
Brady,Kamara,Wilson Jr.,Hopkins,Brown,Sutton,Herndon,Juaguars,2600,52,163
Brady,Kamara,Wilson Jr.,Hopkins,Adams,Godwin,Herndon,Juaguars,2800,52,165
Brady,Kamara,Wilson Jr.,Hopkins,Theilen,Baldwin,Herndon,Juaguars,2900,52,160
Brady,Kamara,Wilson Jr.,Brown,Allen,Baldwin,Herndon,Juaguars,2700,52,164
Brady,Kamara,Samuels,Hopkins,Brown,Sutton,Herndon,Juaguars,2700,52,162
Brady,Kamara,Samuels,Hopkins,Adams,Godwin,Herndon,Juaguars,2900,52,164
Brady,Kamara,Samuels,Hopkins,Allen,Baldwin,Herndon,Juaguars,2600,52,162
Brady,Kamara,Samuels,Brown,Adams,Sanders,Herndon,Juaguars,2600,53,167
Brady,Kamara,Samuels,Brown,Allen,Baldwin,Herndon,Juaguars,2800,52,163
Brady,Kamara,Samuels,Adams,Allen,Theilen,Herndon,Juaguars,2600,52,165
Brady,Chubb,Lindsay,Hopkins,Allen,Godwin,Herndon,Juaguars,2700,54,171
Brady,Chubb,Lindsay,Hopkins,Theilen,Sanders,Herndon,Juaguars,2600,55,170
Brady,Chubb,Lindsay,Brown,Allen,Godwin,Herndon,Juaguars,2900,54,172
Brady,Chubb,Lindsay,Brown,Theilen,Sanders,Herndon,Juaguars,2800,55,171
Brady,Chubb,Lindsay,Adams,Theilen,Baldwin,Herndon,Juaguars,2600,56,170
Brady,Chubb,Peterson,Hopkins,Brown,Godwin,Herndon,Juaguars,2600,53,167
Brady,Chubb,Peterson,Hopkins,Adams,Sanders,Herndon,Juaguars,2700,54,169
Brady,Chubb,Peterson,Hopkins,Allen,Baldwin,Herndon,Juaguars,2900,53,165
Brady,Chubb,Peterson,Brown,Adams,Sanders,Herndon,Juaguars,2900,54,170
Brady,Chubb,Peterson,Adams,Allen,Theilen,Herndon,Juaguars,2900,53,168
Brady,Chubb,Wilson Jr.,Hopkins,Adams,Baldwin,Herndon,Juaguars,2900,52,164
Brady,Lindsay,Peterson,Brown,Allen,Theilen,Herndon,Juaguars,2700,53,164
Brady,Lindsay,Wilson Jr.,Hopkins,Brown,Baldwin,Herndon,Juaguars,2700,52,160
Brady,Lindsay,Wilson Jr.,Brown,Adams,Theilen,Herndon,Juaguars,2700,52,163
Brady,Lindsay,Samuels,Hopkins,Brown,Baldwin,Herndon,Juaguars,2800,52,159
Brady,Lindsay,Samuels,Hopkins,Adams,Theilen,Herndon,Juaguars,2600,52,161
Brady,Lindsay,Samuels,Brown,Adams,Theilen,Herndon,Juaguars,2800,52,162
Mayfield,Gurley,McCaffrey,Baldwin,Godwin,Sutton,Herndon,Juaguars,2900,54,164
Mayfield,Gurley,Elliot,Theilen,Godwin,Sutton,Herndon,Juaguars,2800,54,165
Mayfield,Gurley,Elliot,Baldwin,Sanders,Godwin,Herndon,Juaguars,2700,55,167
Mayfield,Gurley,Kamara,Allen,Godwin,Sutton,Herndon,Juaguars,2900,54,168
Mayfield,Gurley,Kamara,Theilen,Sanders,Sutton,Herndon,Juaguars,2800,55,167
Mayfield,Gurley,Chubb,Brown,Godwin,Sutton,Herndon,Juaguars,2700,54,169
Mayfield,Gurley,Chubb,Adams,Sanders,Sutton,Herndon,Juaguars,2800,55,171
Mayfield,Gurley,Chubb,Allen,Baldwin,Godwin,Herndon,Juaguars,2600,54,169
Mayfield,Gurley,Lindsay,Hopkins,Godwin,Sutton,Herndon,Juaguars,2900,54,164
Mayfield,Gurley,Lindsay,Brown,Sanders,Sutton,Herndon,Juaguars,2600,55,167
Mayfield,Gurley,Lindsay,Adams,Sanders,Godwin,Herndon,Juaguars,2800,55,169
Mayfield,Gurley,Lindsay,Allen,Theilen,Sutton,Herndon,Juaguars,2600,54,165
Mayfield,Gurley,Lindsay,Theilen,Baldwin,Sanders,Herndon,Juaguars,2900,55,164
Mayfield,Gurley,Peterson,Hopkins,Baldwin,Godwin,Herndon,Juaguars,2700,53,160
Mayfield,Gurley,Peterson,Brown,Baldwin,Godwin,Herndon,Juaguars,2900,53,161
Mayfield,Gurley,Peterson,Adams,Allen,Sutton,Herndon,Juaguars,2700,53,164
Mayfield,Gurley,Peterson,Adams,Theilen,Godwin,Herndon,Juaguars,2700,53,163
Mayfield,Gurley,Wilson Jr.,Hopkins,Allen,Sutton,Herndon,Juaguars,2900,50,159
Mayfield,Gurley,Wilson Jr.,Hopkins,Theilen,Godwin,Herndon,Juaguars,2900,50,158
Mayfield,Gurley,Wilson Jr.,Brown,Allen,Godwin,Herndon,Juaguars,2700,50,162
Mayfield,Gurley,Wilson Jr.,Brown,Theilen,Sanders,Herndon,Juaguars,2600,51,161
Mayfield,Gurley,Wilson Jr.,Adams,Allen,Sanders,Herndon,Juaguars,2800,51,164
Mayfield,Gurley,Samuels,Hopkins,Allen,Godwin,Herndon,Juaguars,2600,50,160
Mayfield,Gurley,Samuels,Brown,Allen,Godwin,Herndon,Juaguars,2800,50,161
Mayfield,Gurley,Samuels,Brown,Theilen,Sanders,Herndon,Juaguars,2700,51,160
Mayfield,Gurley,Samuels,Adams,Allen,Sanders,Herndon,Juaguars,2900,51,163
Mayfield,McCaffrey,Elliot,Allen,Godwin,Sutton,Herndon,Juaguars,2700,54,168
Mayfield,McCaffrey,Elliot,Theilen,Sanders,Sutton,Herndon,Juaguars,2600,55,167
Mayfield,McCaffrey,Kamara,Allen,Sanders,Sutton,Herndon,Juaguars,2700,55,170
Mayfield,McCaffrey,Kamara,Theilen,Sanders,Godwin,Herndon,Juaguars,2700,55,169
Mayfield,McCaffrey,Chubb,Hopkins,Godwin,Sutton,Herndon,Juaguars,2800,54,168
Mayfield,McCaffrey,Chubb,Adams,Sanders,Godwin,Herndon,Juaguars,2700,55,173
Mayfield,McCaffrey,Chubb,Allen,Baldwin,Godwin,Herndon,Juaguars,2900,54,169
Mayfield,McCaffrey,Chubb,Theilen,Baldwin,Sanders,Herndon,Juaguars,2800,55,168
Mayfield,McCaffrey,Lindsay,Hopkins,Sanders,Sutton,Herndon,Juaguars,2700,55,166
Mayfield,McCaffrey,Lindsay,Brown,Sanders,Sutton,Herndon,Juaguars,2900,55,167
Mayfield,McCaffrey,Lindsay,Adams,Baldwin,Sutton,Herndon,Juaguars,2700,56,166
Mayfield,McCaffrey,Lindsay,Allen,Theilen,Sutton,Herndon,Juaguars,2900,54,165
Mayfield,McCaffrey,Lindsay,Allen,Baldwin,Sanders,Herndon,Juaguars,2800,55,167
Mayfield,McCaffrey,Peterson,Hopkins,Theilen,Sutton,Herndon,Juaguars,2600,53,160
Mayfield,McCaffrey,Peterson,Brown,Theilen,Sutton,Herndon,Juaguars,2800,53,161
Mayfield,McCaffrey,Peterson,Brown,Baldwin,Sanders,Herndon,Juaguars,2700,54,163
Mayfield,McCaffrey,Peterson,Adams,Allen,Godwin,Herndon,Juaguars,2600,53,166
Mayfield,McCaffrey,Peterson,Allen,Theilen,Baldwin,Herndon,Juaguars,2700,53,161
Mayfield,McCaffrey,Wilson Jr.,Hopkins,Allen,Godwin,Herndon,Juaguars,2800,50,161
Mayfield,McCaffrey,Wilson Jr.,Hopkins,Theilen,Sanders,Herndon,Juaguars,2700,51,160
Mayfield,McCaffrey,Wilson Jr.,Brown,Theilen,Sanders,Herndon,Juaguars,2900,51,161
Mayfield,McCaffrey,Wilson Jr.,Adams,Theilen,Baldwin,Herndon,Juaguars,2700,52,160
Mayfield,McCaffrey,Samuels,Hopkins,Allen,Godwin,Herndon,Juaguars,2900,50,160
Mayfield,McCaffrey,Samuels,Hopkins,Theilen,Sanders,Herndon,Juaguars,2800,51,159
